Word,Engine Output,Lexicon Answer,Final Output,Match,Notes
সিগন্যাল বাতি,sh - i - g - n - n - a - l - | - b - a - t - i,s - i - g - n - a - l - | - b - a - t - i,s - i - g - n - a - l - | - b - a - t - i,❌,
বগি,b - O - g - i,b - o - g - i,b - o - g - i,❌,
টাওয়ার,T - a - O - y - a - r,T - a - O - y - a - r,T - a - O - y - a - r,✅,
সংকেত,sh - O - ng - k - e - t,sh - O - ng - k - e - t,sh - O - ng - k - e - t,✅,
সম্প্রচার কেন্দ্র,sh - o - m - p - r - ch - a - r - | - k - e - ndr - O,sh - o - m - p - r - O - ch - a - r - | - k - e - ndr - O,sh - o - m - p - r - O - ch - a - r - | - k - e - ndr - O,❌,
উপস্থাপক,u - p - sth - a - p - o - k,u - p - O - sth - a - p - O - k,u - p - O - sth - a - p - O - k,❌,
সাক্ষাৎকার,sh - a - kkh - a - t - k - a - r,sh - a - kkh - a - t - k - a - r,sh - a - kkh - a - t - k - a - r,✅,
ছাপাখানা,chh - a - p - a - kh - a - n - a,chh - a - p - a - kh - a - n - a,chh - a - p - a - kh - a - n - a,✅,
বাঁধাই,b - a~ - dh - a - i,b - a~ - dh - a - i,b - a~ - dh - a - i,✅,
গ্রন্থাগার,gr - o - n - th - a - g - a - r,gr - O - n - th - a - g - a - r,gr - O - n - th - a - g - a - r,❌,
গ্রন্থাগারিক,gr - o - n - th - a - g - a - r - i - k,gr - O - n - th - a - g - a - r - i - k,gr - O - n - th - a - g - a - r - i - k,❌,
সূচিপত্র,sh - u - ch - i - p - o - tr - O,sh - u - ch - i - p - o - tr - O,sh - u - ch - i - p - o - tr - O,✅,
জাদুঘর,j - a - d - u - gh - o - r,j - a - d - u - gh - o - r,j - a - d - u - gh - o - r,✅,
প্রদর্শনী,pr - o - d - o - r - sh - n - i,pr - O - d - O - r - sh - O - n - i,pr - O - d - O - r - sh - O - n - i,❌,
চিড়িয়াখানা,ch - i - r - i - y - a - kh - a - n - a,ch - i - r - i - y - a - kh - a - n - a,ch - i - r - i - y - a - kh - a - n - a,✅,
খাঁচাবন্দি,kh - a~ - ch - a - b - nd - i,kh - a~ - ch - a - b - O - nd - i,kh - a~ - ch - a - b - O - nd - i,❌,
অভয়ারণ্য,o - bh - y - a - r - o - n - n - O,o - bh - o - y - a - r - o - n - n - O,o - bh - o - y - a - r - o - n - n - O,❌,
সৌরশক্তি,sh - ou - r - sh - kt - i,sh - ou - r - O - sh - O - kt - i,sh - ou - r - O - sh - O - kt - i,❌,
বায়ুশক্তি,b - a - y - u - sh - kt - i,b - a - y - u - sh - O - kt - i,b - a - y - u - sh - O - kt - i,❌,
পারমাণবিক শক্তি,p - a - r - m - a - n - b - i - k - | - sh - O - kt - i,p - a - r - O - m - a - n - O - b - i - k - | - sh - O - kt - i,p - a - r - O - m - a - n - O - b - i - k - | - sh - O - kt - i,❌,
বর্জ্য ব্যবস্থাপনা,b - o - r - j - j - O - | - b - A - b - sth - a - p - n - a,b - o - r - j - O - | - b - A - b - O - sth - a - p - o - n - a,b - o - r - j - O - | - b - A - b - O - sth - a - p - o - n - a,❌,
পানি শোধন,p - a - n - i - | - sh - O - dh - o - n,p - a - n - i - | - sh - O - dh - O - n,p - a - n - i - | - sh - O - dh - O - n,❌,
মহামারী,m - o - h - a - m - a - r - i,m - o - h - a - m - a - r - i,m - o - h - a - m - a - r - i,✅,
টিকাদান,T - i - k - a - d - a - n,T - i - k - a - d - a - n,T - i - k - a - d - a - n,✅,
রক্তদান,r - o - kt - d - a - n,r - o - kt - O - d - a - n,r - o - kt - O - d - a - n,❌,
অঙ্গদান,o - ngg - d - a - n,o - ngg - O - d - a - n,o - ngg - O - d - a - n,❌,
সংক্রামক রোগ,sh - o - ng - kr - a - m - o - k - | - r - O - g,sh - o - ng - kr - a - m - o - k - | - r - O - g,sh - o - ng - kr - a - m - o - k - | - r - O - g,✅,
অস্ত্রোপচার,o - s - t - r - O - p - ch - a - r,o - s - t - r - O - p - o - ch - a - r,o - s - t - r - O - p - o - ch - a - r,❌,
ফিজিওথেরাপি,ph - i - j - i - O - th - e - r - a - p - i,ph - i - j - i - O - th - e - r - a - p - i,ph - i - j - i - O - th - e - r - a - p - i,✅,
হোমিওপ্যাথি,h - O - m - i - O - p - a - th - i,h - O - m - i - O - p - A - th - i,h - O - m - i - O - p - A - th - i,❌,
আয়ুর্বেদ,a - y - u - r - b - e - d,a - y - u - r - b - e - d,a - y - u - r - b - e - d,✅,
যোগব্যায়াম,j - O - g - b - b - a - y - a - m,j - O - g - b - a - y - a - m,j - O - g - b - a - y - a - m,❌,
ধ্যান,dh - y - A - n,dh - y - A - n,dh - y - A - n,✅,
জিমনেসিয়াম,j - i - m - n - e - sh - i - y - a - m,j - i - m - n - e - sh - i - y - a - m,j - i - m - n - e - sh - i - y - a - m,✅,
ডাম্বেল,D - a - mb - e - l,D - a - mb - e - l,D - a - mb - e - l,✅,
সেলুন,sh - e - l - u - n,s - e - l - u - n,s - e - l - u - n,❌,
চুল কাটা,ch - u - l - | - k - a - T - a,ch - u - l - | - k - a - T - a,ch - u - l - | - k - a - T - a,✅,
মেহেদি,m - e - h - e - d - i,m - e - h - e - d - i,m - e - h - e - d - i,✅,
প্রসাধনী,pr - o - sh - a - dh - n - i,pr - O - sh - a - dh - O - n - i,pr - O - sh - a - dh - O - n - i,❌,
সুগন্ধি,sh - u - g - ndh - i,sh - u - g - O - ndh - i,sh - u - g - O - ndh - i,❌,
রান আউট,r - a - n - | - a - u - T,r - a - n - | - a - u - T,r - a - n - | - a - u - T,✅,
এলবিডব্লিউ,e - l - b - i - D - bl - i - u,e - l - b - i - D - o - bl - i - u,e - l - b - i - D - o - bl - i - u,❌,
সেঞ্চুরি,sh - e - nch - u - r - i,s - e - nch - u - r - i,s - e - nch - u - r - i,❌,
টসের ফল,T - O - sh - e - r - | - ph - o - l,T - o - s - e - r - | - ph - o - l,T - o - s - e - r - | - ph - o - l,❌,
পেনাল্টি,p - e - n - a - l - T - i,p - e - n - a - l - T - i,p - e - n - a - l - T - i,✅,
অফসাইড,o - ph - sh - a - i - D,o - ph - s - a - i - D,o - ph - s - a - i - D,❌,
অলিম্পিক,o - l - i - mp - i - k,o - l - i - mp - i - k,o - l - i - mp - i - k,✅,
পদক,p - o - d - o - k,p - o - d - O - k,p - o - d - O - k,❌,
জীবন বীমা,j - i - b - o - n - | - b - i - m - a,j - i - b - o - n - | - b - i - m - a,j - i - b - o - n - | - b - i - m - a,✅,
স্বাস্থ্য বীমা,sh - a - s - th - O - | - b - i - m - a,sh - a - s - th - O - | - b - i - m - a,sh - a - s - th - O - | - b - i - m - a,✅,
দলিল,d - O - l - i - l,d - O - l - i - l,d - O - l - i - l,✅,
উইল,u - i - l,u - i - l,u - i - l,✅,
মুক্তার নামা,m - u - kt - a - r - | - n - a - m - a,m - u - kt - a - r - | - n - a - m - a,m - u - kt - a - r - | - n - a - m - a,✅,
অছি,o - chh - i,o - chh - i,o - chh - i,✅,
ভিসা,bh - i - sh - a,bh - i - s - a,bh - i - s - a,❌,
অভিবাসন,o - bh - i - b - a - sh - O - n,o - bh - i - b - a - sh - O - n,o - bh - i - b - a - sh - O - n,✅,
শরণার্থী,sh - o - r - n - a - r - th - i,sh - o - r - O - n - a - r - th - i,sh - o - r - O - n - a - r - th - i,❌,
বহিরাগমন,b - O - h - i - r - a - g - m - O - n,b - O - h - i - r - a - g - o - m - O - n,b - O - h - i - r - a - g - o - m - O - n,❌,
ছাড়পত্র,chh - a - r - p - O - tr - O,chh - a - r - p - o - tr - O,chh - a - r - p - o - tr - O,❌,
মোবাইল ব্যাংকিং,m - O - b - a - i - l - | - b - A - ng - k - i - ng,m - O - b - a - i - l - | - b - A - ng - k - i - ng,m - O - b - a - i - l - | - b - A - ng - k - i - ng,✅,
এজেন্ট,e - j - e - n - T - O,e - j - e - n - T,e - j - e - n - T,❌,
পিন কোড,p - i - n - | - k - O - D,p - i - n - | - k - O - D,p - i - n - | - k - O - D,✅,
লেনদেন,l - E - n - d - e - n,l - e - n - d - e - n,l - e - n - d - e - n,❌,
পূর্বাভাস,p - u - r - b - a - bh - a - sh,p - u - r - b - a - bh - a - sh,p - u - r - b - a - bh - a - sh,✅,
বায়ুচাপ,b - a - y - u - ch - a - p,b - a - y - u - ch - a - p,b - a - y - u - ch - a - p,✅,
তাপমাত্রা,t - a - p - m - a - tr - a,t - a - p - m - a - tr - a,t - a - p - m - a - tr - a,✅,
দমকা হাওয়া,d - o - m - k - a - | - h - a - O - y - a,d - o - m - k - a - | - h - a - O - y - a,d - o - m - k - a - | - h - a - O - y - a,✅,
জীববৈচিত্র্য,j - i - b - b - oi - ch - i - t - r - j - O,j - i - b - O - b - oi - ch - i - t - r - O,j - i - b - O - b - oi - ch - i - t - r - O,❌,
খাদ্যশৃঙ্খল,kh - a - d - d - sh - ri - ng - kh - o - l,kh - a - d - d - O - s - ri - ng - kh - o - l,kh - a - d - d - O - s - ri - ng - kh - o - l,❌,
বিপন্ন প্রজাতি,b - i - p - o - nn - O - | - pr - o - j - a - t - i,b - i - p - o - nn - O - | - pr - O - j - a - t - i,b - i - p - o - nn - O - | - pr - O - j - a - t - i,❌,
আবাসস্থল,a - b - a - sh - o - sth - o - l,a - b - a - sh - sth - o - l,a - b - a - sh - sth - o - l,❌,
টেস্টটিউব,T - e - s - T - T - i - u - b,T - e - s - T - T - i - u - b,T - e - s - T - T - i - u - b,✅,
বিকার,b - i - k - a - r,b - i - k - a - r,b - i - k - a - r,✅,
দ্রাবক,d - r - a - b - o - k,d - r - a - b - O - k,d - r - a - b - O - k,❌,
অণুবীক্ষণ যন্ত্র,o - n - u - b - i - kkh - o - n - | - j - o - n - t - r - O,O - n - u - b - i - kkh - o - n - | - j - o - n - t - r - O,O - n - u - b - i - kkh - o - n - | - j - o - n - t - r - O,❌,
চুম্বক,ch - u - mb - o - k,ch - u - mb - o - k,ch - u - mb - o - k,✅,
দোলক,d - O - l - o - k,d - O - l - O - k,d - O - l - O - k,❌,
সমীকরণ,sh - O - m - i - k - r - O - n,sh - O - m - i - k - o - r - O - n,sh - O - m - i - k - o - r - O - n,❌,
গুণফল,g - u - n - ph - O - l,g - u - n - ph - o - l,g - u - n - ph - o - l,❌,
ভাগফল,bh - a - g - ph - O - l,bh - a - g - ph - o - l,bh - a - g - ph - o - l,❌,
বর্গমূল,b - o - r - g - m - u - l,b - o - r - g - O - m - u - l,b - o - r - g - O - m - u - l,❌,
ভগ্নাংশ,bh - o - g - n - a - ng - sh,bh - o - g - n - a - ng - sh - O,bh - o - g - n - a - ng - sh - O,❌,
অনুপাত,o - n - u - p - a - t,O - n - u - p - a - t,O - n - u - p - a - t,❌,
মাদারবোর্ড,m - a - d - a - r - b - O - r - D - O,m - a - d - a - r - b - O - r - D,m - a - d - a - r - b - O - r - D,❌,
প্রসেসর,pr - o - sh - e - sh - o - r,pr - o - s - e - s - o - r,pr - o - s - e - s - o - r,❌,
হার্ডডিস্ক,h - a - r - D - D - i - s - k - O,h - a - r - D - D - i - s - k,h - a - r - D - D - i - s - k,❌,
গ্রাফিক্স কার্ড,gr - a - ph - i - k - sh - O - | - k - a - r - D - O,gr - a - ph - i - k - s - | - k - a - r - D,gr - a - ph - i - k - s - | - k - a - r - D,❌,
পাওয়ার সাপ্লাই,p - a - O - y - a - r - | - sh - a - p - l - a - i,p - a - O - y - a - r - | - s - a - p - l - a - i,p - a - O - y - a - r - | - s - a - p - l - a - i,❌,
ভিডিও গেম,bh - i - D - i - O - | - g - e - m,bh - i - D - i - O - | - g - e - m,bh - i - D - i - O - | - g - e - m,✅,
জয়স্টিক,j - o - y - s - T - i - k,j - o - y - s - T - i - k,j - o - y - s - T - i - k,✅,
পুতুল,p - u - t - u - l,p - u - t - u - l,p - u - t - u - l,✅,
ঘুড়ি,gh - u - r - i,gh - u - r - i,gh - u - r - i,✅,
লাটিম,l - a - T - i - m,l - a - T - i - m,l - a - T - i - m,✅,
মার্বেল,m - a - r - b - e - l,m - a - r - b - e - l,m - a - r - b - e - l,✅,
প্রোটিন,pr - O - T - i - n,pr - O - T - i - n,pr - O - T - i - n,✅,
শর্করা,sh - o - r - k - r - a,sh - o - r - k - o - r - a,sh - o - r - k - o - r - a,❌,
ভিটামিন,bh - i - T - a - m - i - n,bh - i - T - a - m - i - n,bh - i - T - a - m - i - n,✅,
আঁশ,a~ - sh,a~ - sh,a~ - sh,✅,
ক্যালরি,k - A - l - r - i,k - A - l - O - r - i,k - A - l - O - r - i,❌,
ফুচকা,ph - u - ch - k - a,ph - u - ch - k - a,ph - u - ch - k - a,✅,
চটপটি,ch - o - T - p - T - i,ch - o - T - p - O - T - i,ch - o - T - p - O - T - i,❌,
ঝালমুড়ি,jh - a - l - m - u - r - i,jh - a - l - m - u - r - i,jh - a - l - m - u - r - i,✅,
চাটনি,ch - a - T - n - i,ch - a - T - n - i,ch - a - T - n - i,✅,
দর্শনীয় স্থান,d - o - r - sh - n - i - y - | - sth - a - n,d - o - r - sh - O - n - i - y - O - | - sth - a - n,d - o - r - sh - O - n - i - y - O - | - sth - a - n,❌,
গাইড,g - a - i - D,g - a - i - D,g - a - i - D,✅,
হোটেল বুকিং,h - O - T - e - l - | - b - u - k - i - ng,h - O - T - e - l - | - b - u - k - i - ng,h - O - T - e - l - | - b - u - k - i - ng,✅,
ভ্রমণ ভাতা,bh - r - o - m - o - n - | - bh - a - t - a,bh - r - O - m - O - n - | - bh - a - t - a,bh - r - O - m - O - n - | - bh - a - t - a,❌,
অভয়ারণ্য ভ্রমণ,o - bh - y - a - r - o - n - n - O - | - bh - r - o - m - o - n,o - bh - o - y - a - r - o - n - n - O - | - bh - r - O - m - O - n,o - bh - o - y - a - r - o - n - n - O - | - bh - r - O - m - O - n,❌,
জাতীয় পতাকা,j - a - t - i - y - | - p - o - t - a - k - a,j - a - t - i - y - O - | - p - o - t - a - k - a,j - a - t - i - y - O - | - p - o - t - a - k - a,❌,
জাতীয় সংগীত,j - a - t - i - y - | - sh - O - ng - g - i - t,j - a - t - i - y - O - | - sh - O - ng - g - i - t,j - a - t - i - y - O - | - sh - O - ng - g - i - t,❌,
জাতীয় ফুল,j - a - t - i - y - | - ph - u - l,j - a - t - i - y - O - | - ph - u - l,j - a - t - i - y - O - | - ph - u - l,❌,
জাতীয় পাখি,j - a - t - i - y - | - p - a - kh - i,j - a - t - i - y - O - | - p - a - kh - i,j - a - t - i - y - O - | - p - a - kh - i,❌,
জাতীয় প্রতীক,j - a - t - i - y - | - pr - o - t - i - k,j - a - t - i - y - O - | - pr - O - t - i - k,j - a - t - i - y - O - | - pr - O - t - i - k,❌,
সচিবালয়,sh - O - ch - i - b - a - l - o - y,sh - O - ch - i - b - a - l - o - y,sh - O - ch - i - b - a - l - o - y,✅,
উপজেলা পরিষদ,u - p - j - e - l - a - | - p - O - r - i - sh - o - d,u - p - O - j - e - l - a - | - p - O - r - i - sh - o - d,u - p - O - j - e - l - a - | - p - O - r - i - sh - o - d,❌,
পৌরসভা,p - ou - r - sh - bh - a,p - ou - r - O - sh - o - bh - a,p - ou - r - O - sh - o - bh - a,❌,
জেলা প্রশাসক,j - E - l - a - | - pr - o - sh - a - sh - o - k,j - e - l - a - | - pr - O - sh - a - sh - o - k,j - e - l - a - | - pr - O - sh - a - sh - o - k,❌,
ইউনিয়ন পরিষদ,i - u - n - i - y - o - n - | - p - O - r - i - sh - o - d,i - u - n - i - y - o - n - | - p - O - r - i - sh - o - d,i - u - n - i - y - o - n - | - p - O - r - i - sh - o - d,✅,
পুলিশ কমিশনার,p - u - l - i - sh - | - k - O - m - i - sh - n - a - r,p - u - l - i - sh - | - k - o - m - i - sh - o - n - a - r,p - u - l - i - sh - | - k - o - m - i - sh - o - n - a - r,❌,
সেনাবাহিনী,sh - e - n - a - b - a - h - i - n - i,sh - e - n - a - b - a - h - i - n - i,sh - e - n - a - b - a - h - i - n - i,✅,
নৌবাহিনী,n - ou - b - a - h - i - n - i,n - ou - b - a - h - i - n - i,n - ou - b - a - h - i - n - i,✅,
বিমানবাহিনী,b - i - m - a - n - b - a - h - i - n - i,b - i - m - a - n - b - a - h - i - n - i,b - i - m - a - n - b - a - h - i - n - i,✅,
সীমান্তরক্ষী,sh - i - m - a - nt - r - kkh - i,sh - i - m - a - nt - O - r - O - kkh - i,sh - i - m - a - nt - O - r - O - kkh - i,❌,
ত্রাণ,tr - a - n,tr - a - n,tr - a - n,✅,
আশ্রয়কেন্দ্র,a - s - r - y - k - e - ndr - O,a - s - r - o - y - k - e - ndr - O,a - s - r - o - y - k - e - ndr - O,❌,
স্বেচ্ছাসেবক,sh - e - ch - chh - a - sh - e - b - o - k,sh - e - ch - chh - a - sh - e - b - O - k,sh - e - ch - chh - a - sh - e - b - O - k,❌,
ক্ষতিগ্রস্ত,kkh - o - t - i - gr - o - st - O,kkh - O - t - i - gr - O - st - O,kkh - O - t - i - gr - O - st - O,❌,
এনজিও,e - n - j - i - O,e - n - j - i - O,e - n - j - i - O,✅,
দাতব্য সংস্থা,d - a - t - o - b - b - O - | - sh - o - ng - sth - a,d - a - t - O - b - b - O - | - sh - o - ng - sth - a,d - a - t - O - b - b - O - | - sh - o - ng - sth - a,❌,
অনুদান,o - n - u - d - a - n,O - n - u - d - a - n,O - n - u - d - a - n,❌,
ক্ষুদ্রঋণ,kkh - u - d - r - ri - n,kkh - u - d - r - O - ri - n,kkh - u - d - r - O - ri - n,❌,
সমিতি,sh - O - m - i - t - i,sh - o - m - i - t - i,sh - o - m - i - t - i,❌,
গ্রামীণ রাস্তা,gr - a - m - i - n - | - r - a - st - a,gr - a - m - i - n - | - r - a - st - a,gr - a - m - i - n - | - r - a - st - a,✅,
শহরায়ন,sh - o - h - r - a - y - O - n,sh - o - h - O - r - a - y - O - n,sh - o - h - O - r - a - y - O - n,❌,
বস্তি,b - O - st - i,b - O - st - i,b - O - st - i,✅,
আবাসিক এলাকা,a - b - a - sh - i - k - | - e - l - a - k - a,a - b - a - sh - i - k - | - e - l - a - k - a,a - b - a - sh - i - k - | - e - l - a - k - a,✅,
নর্দমা,n - o - r - d - m - a,n - o - r - d - O - m - a,n - o - r - d - O - m - a,❌,
ট্রাফিক জ্যাম,T - r - a - ph - i - k - | - j - A - m,T - r - a - ph - i - k - | - j - A - m,T - r - a - ph - i - k - | - j - A - m,✅,
গাড়ির কাগজপত্র,g - a - r - i - r - | - k - a - g - j - p - O - tr - O,g - a - r - i - r - | - k - a - g - O - j - p - o - tr - O,g - a - r - i - r - | - k - a - g - O - j - p - o - tr - O,❌,
নিবন্ধন নম্বর,n - i - b - o - ndh - o - n - | - n - o - mb - o - r,n - i - b - o - ndh - O - n - | - n - o - mb - O - r,n - i - b - o - ndh - O - n - | - n - o - mb - O - r,❌,
চালকের লাইসেন্স,ch - a - l - k - e - r - | - l - a - i - sh - e - n - sh - O,ch - a - l - O - k - e - r - | - l - a - i - s - e - n - s,ch - a - l - O - k - e - r - | - l - a - i - s - e - n - s,❌,
জরিমানার রশিদ,j - O - r - i - m - a - n - a - r - | - r - O - sh - i - d,j - O - r - i - m - a - n - a - r - | - r - O - sh - i - d,j - O - r - i - m - a - n - a - r - | - r - O - sh - i - d,✅,
বিদ্যুৎ বিল,b - i - d - d - u - t - | - b - i - l,b - i - d - d - u - t - | - b - i - l,b - i - d - d - u - t - | - b - i - l,✅,
